Symbol,Market Cap (M),Sector,Use Case,Sub Use Case,Tech Stack,Sub Tech Stack,Tertiary Tech Stack,Ecosystem,Region,Custodies,CoinGecko ID,CoinGecko Symbol,CoinGecko Name,CoinMarketCap ID,CoinMarketCap Symbol,CoinMarketCap Name,CoinMarketCap Slug,CoinMetrics ID,CoinMetrics Name
BTC,1362802962054,Currency Networks,Store of Value,,Blockchain Network,Layer 1,PoW,Bitcoin,,Copper; Coinbase Custody; Gemini Custody; BitGo Custody; Zodia; Anchorage Digital,bitcoin,btc,Bitcoin,1,BTC,Bitcoin,bitcoin,btc,Bitcoin
ETH,237555739960,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,Ethereum,,Copper; BitGo Custody; Gemini Custody; Coinbase Custody; Zodia; Anchorage Digital,ethereum,eth,Ethereum,1027,ETH,Ethereum,ethereum,eth,Ethereum
XRP,86769921840,Currency Networks,Settlement Network,,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,US,Anchorage Digital; Coinbase Custody; BitGo Custody; Zodia; Copper,ripple,xrp,XRP,52,XRP,XRP,xrp,xrp,XRP
BNB,83574510475,Centralized Finance,Exchange,,Blockchain Network,Layer 1,PoS,BNB,,Anchorage Digital; BitGo Custody; Coinbase Custody; Zodia,binancecoin,bnb,BNB,1839,BNB,BNB,bnb,bnb,BNB
SOL,47856969448,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,Solana,US,BitGo Custody; Gemini Custody; Coinbase Custody; Anchorage Digital; Copper; Zodia,solana,sol,Solana,5426,SOL,Solana,solana,sol,Solana
TRX,26838114466,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,Tron,,BitGo Custody; Zodia; Copper,tron,trx,TRON,1958,TRX,TRON,tron,trx,TRON
DOGE,16741567746,Meme,,,Blockchain Network,Layer 1,PoW,,US,Copper; Anchorage Digital; Coinbase Custody; Gemini Custody; BitGo Custody,dogecoin,doge,Dogecoin,74,DOGE,Dogecoin,dogecoin,doge,Dogecoin
ADA,10090077141,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,US,Copper; Coinbase Custody; BitGo Custody; Zodia,cardano,ada,Cardano,2010,ADA,Cardano,cardano,ada,Cardano
LEO,7901548272,Centralized Finance,Exchange,,Application,,,,,BitGo Custody,leo-token,leo,LEO Token,3957,LEO,UNUS SED LEO,unus-sed-leo,leo,UNUS SED LEO
HYPE,7302111946,Decentralized Finance,Trading Platforms,Diversified/Other Trading Platforms,Blockchain Network,Layer 1,PoS,,,BitGo Custody; Anchorage Digital,hyperliquid,hype,Hyperliquid,32196,HYPE,Hyperliquid,hyperliquid,hype,Hyperliquid
LINK,6154395477,Decentralized Finance,DeFi Infrastructure & Data,Oracles,Application,,,Ethereum,US,Coinbase Custody; Gemini Custody; BitGo Custody; Anchorage Digital; Zodia,chainlink,link,Chainlink,1975,LINK,Chainlink,chainlink,link,Chainlink
CC,5978426649,General Purpose Blockchain Networks,Settlement Network,,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,Zodia; Copper; BitGo Custody,canton-network,cc,Canton,37263,CC,Canton,canton-network,cc,Canton Coin
XLM,5310166696,Currency Networks,Settlement Network,,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,US,Copper; Coinbase Custody; Anchorage Digital; BitGo Custody; Zodia,stellar,xlm,Stellar,512,XLM,Stellar,stellar,xlm,Stellar
WBT,4419691648,Centralized Finance,Exchange,,Application,,,,,,whitebit,wbt,WhiteBIT Coin,21353,WBT,WhiteBIT Coin,whitebit-token,wbt,WhiteBIT Token
HBAR,4265907400,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,US,Anchorage Digital; Copper; Coinbase Custody; BitGo Custody,hedera-hashgraph,hbar,Hedera,4642,HBAR,Hedera,hedera,hbar,Hedera
LTC,4149126296,Currency Networks,Settlement Network,,Blockchain Network,Layer 1,PoW,,US,Copper; Coinbase Custody; Zodia; BitGo Custody; Gemini Custody; Anchorage Digital,litecoin,ltc,Litecoin,2,LTC,Litecoin,litecoin,ltc,Litecoin
AVAX,4003925390,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,Avalanche,US,Anchorage Digital; Coinbase Custody; BitGo Custody; Zodia; Copper,avalanche-2,avax,Avalanche,5805,AVAX,Avalanche,avalanche,avax,Avalanche
SHIB,3719370043,Meme,,,Blockchain Network,Sidechain,Ethereum Sidechain,Ethereum,,Gemini Custody; BitGo Custody; Anchorage Digital; Coinbase Custody,shiba-inu,shib,Shiba Inu,5994,SHIB,Shiba Inu,shiba-inu,shib,Shiba Inu
SUI,3657702470,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,Sui,US,BitGo Custody; Coinbase Custody; Anchorage Digital; Copper,sui,sui,Sui,20947,SUI,Sui,sui,sui,Sui
TON,3360968122,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,,TON,,Copper; BitGo Custody; Zodia,the-open-network,ton,Toncoin,11419,TON,Toncoin,toncoin,ton,Toncoin
CRO,3211175793,Centralized Finance,Exchange,,Blockchain Network,Layer 1,PoS,Cosmos,,Anchorage Digital; Coinbase Custody; BitGo Custody; Zodia,crypto-com-chain,cro,Cronos,3635,CRO,Cronos,cronos,cro,Cronos
WLFI,3136531965,Decentralized Finance,Asset Origination and Issuance,Stablecoin System,Application,,,,US,BitGo Custody,world-liberty-financial,wlfi,World Liberty Financial,33251,WLFI,World Liberty Financial,world-liberty-financial-wlfi,wlfi,World Liberty Financial
DOT,2180885269,General Purpose Blockchain Networks,Interchain Connectivity Platforms,,Blockchain Network,Layer 0,,,,Copper; Zodia; BitGo Custody; Coinbase Custody,polkadot,dot,Polkadot,6636,DOT,Polkadot,polkadot-new,dot,Polkadot
UNI,2170871674,Decentralized Finance,Trading Platforms,Spot / Swaps,Application,,,Ethereum,US,Anchorage Digital; Coinbase Custody; Gemini Custody; BitGo Custody; Zodia,uniswap,uni,Uniswap,7083,UNI,Uniswap,uniswap,uni,Uniswap
MNT,2023671168,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 2,Optimistic Rollup,,,BitGo Custody; Anchorage Digital,mantle,mnt,Mantle,27075,MNT,Mantle,mantle,mnt,Mantle
AAVE,1904379858,Decentralized Finance,Lending & Borrowing,Crypto Based Lending Platforms,Application,,,Ethereum,,BitGo Custody; Zodia; Anchorage Digital; Coinbase Custody; Gemini Custody,aave,aave,Aave,7278,AAVE,Aave,aave,aave,Aave
PEPE,1766147768,Meme,,,Application,,,Ethereum,,Gemini Custody; Anchorage Digital; Coinbase Custody; BitGo Custody,pepe,pepe,Pepe,24478,PEPE,Pepe,pepe,pepe,Pepe
ASTER,1751510799,Decentralized Finance,Trading Platforms,Diversified/Other Trading Platforms,Application,,,BNB,,Anchorage Digital; Copper; BitGo Custody,aster-2,aster,Aster,36341,ASTER,Aster,aster,aster,Aster
TAO,1706196408,Decentralized Physical Infrastructure,Computation,Artificial Intelligence (DePIN),Blockchain Network,Layer 1,PoS,,,BitGo Custody; Copper,bittensor,tao,Bittensor,22974,TAO,Bittensor,bittensor,tao_bittensor,Bittensor
OKB,1675417346,Centralized Finance,Exchange,,Blockchain Network,Layer 2,ZK Rollup,,,Zodia; BitGo Custody,okb,okb,OKB,3897,OKB,OKB,okb,okb,OKB
BGB,1650448835,Centralized Finance,Exchange,,Application,,,,,Anchorage Digital; BitGo Custody,bitget-token,bgb,Bitget Token,11092,BGB,Bitget Token,bitget-token-new,bgb,Bitget Token
HTX,1622520702,Centralized Finance,Exchange,,Application,,,,,,htx-dao,htx,HTX DAO,29160,HTX,HTX,htx,htx,HTX
PI,1595334316,"Media, Arts & Entertainment","Other (Media, Arts & Entertainment)",,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,,pi-network,pi,Pi Network,35697,PI,Pi,pi,pi,Pi
SKY,1448793428,Decentralized Finance,Asset Origination and Issuance,Stablecoin System,Application,,,Ethereum,,Anchorage Digital; Coinbase Custody; BitGo Custody; Zodia,sky,sky,Sky,33038,SKY,Sky,sky,sky_sky,Sky
NEAR,1309089203,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,US,Coinbase Custody; BitGo Custody; Copper,near,near,NEAR Protocol,6535,NEAR,NEAR Protocol,near-protocol,near,NEAR Protocol
ONDO,1289824278,Decentralized Finance,Asset Origination and Issuance,Security Token Platforms,Blockchain Network,Layer 1,PoS,Ethereum,US,Copper; Coinbase Custody; Anchorage Digital; BitGo Custody,ondo-finance,ondo,Ondo,21159,ONDO,Ondo,ondo-finance,ondo,Ondo
ICP,1191979790,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,Zodia; BitGo Custody; Coinbase Custody; Copper,internet-computer,icp,Internet Computer,8916,ICP,Internet Computer,internet-computer,icp,Internet Computer
ATOM,1148462910,General Purpose Blockchain Networks,Interchain Connectivity Platforms,,Blockchain Network,Layer 0,,Cosmos,,Anchorage Digital; Coinbase Custody; Copper; BitGo Custody,cosmos,atom,Cosmos Hub,3794,ATOM,Cosmos,cosmos,atom,Cosmos
POL,1127811946,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 2,Hybrid / Other (Ethereum Layer 2),Polygon,,Zodia; Anchorage Digital; Copper; Gemini Custody; Coinbase Custody; BitGo Custody,polygon-ecosystem-token,pol,POL (ex-MATIC),28321,POL,Polygon (prev. MATIC),polygon-ecosystem-token,pol,POL (ex-MATIC)
KCS,1113484914,Centralized Finance,Exchange,,Blockchain Network,Layer 1,PoS,,,,kucoin-shares,kcs,KuCoin,2087,KCS,KuCoin Token,kucoin-token,kcs,KuCoin Token
WLD,1096063149,Blockchain Utilities & Tools,Identity & Authentication,,Blockchain Network,Layer 2,Optimistic Rollup,,,BitGo Custody; Anchorage Digital,worldcoin-wld,wld,Worldcoin,13502,WLD,Worldcoin,worldcoin-org,wld,Worldcoin
ENA,915421022,Decentralized Finance,Asset Origination and Issuance,Stablecoin System,Application,,,Ethereum,,Anchorage Digital; Coinbase Custody; BitGo Custody; Zodia,ethena,ena,Ethena,30171,ENA,Ethena,ethena,ena,Ethena
TRUMP,850631090,Meme,,,Application,,,Solana,US,BitGo Custody; Anchorage Digital; Gemini Custody,official-trump,trump,Official Trump,35336,TRUMP,OFFICIAL TRUMP,official-trump,trump,OFFICIAL TRUMP
GT,825657822,Centralized Finance,Exchange,,Blockchain Network,Layer 1,PoS,,,,gatechain-token,gt,Gate,4269,GT,GateToken,gatetoken,gt,GateToken
KAS,813689574,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoW,,,Zodia,kaspa,kas,Kaspa,20396,KAS,Kaspa,kaspa,kas,Kaspa
ALGO,802053154,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,US,Coinbase Custody; BitGo Custody; Copper,algorand,algo,Algorand,4030,ALGO,Algorand,algorand,algo,Algorand
QNT,797341357,Blockchain Utilities & Tools,Developer Tools,,Application,,,,,Zodia; Anchorage Digital; BitGo Custody; Gemini Custody; Coinbase Custody,quant-network,qnt,Quant,3155,QNT,Quant,quant,qnt,Quant
FLR,792170391,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,,Zodia; Copper; BitGo Custody,flare-networks,flr,Flare,7950,FLR,Flare,flare,flr,Flare
RENDER,764929725,Decentralized Physical Infrastructure,Computation,General Purpose Compute,Application,,,Solana,US,BitGo Custody; Coinbase Custody,render-token,render,Render,5690,RENDER,Render,render,render,Render
PUMP,744106774,Decentralized Finance,Trading Platforms,Spot / Swaps,Application,,,Solana,,Gemini Custody; Copper; Anchorage Digital; Coinbase Custody,pump-fun,pump,Pump.fun,36507,PUMP,Pump.fun,pump-fun,pump,Pump Fun
FIL,697462991,Decentralized Physical Infrastructure,Storage,File Storage,Blockchain Network,Specialized Utility Layer,,,US,Coinbase Custody; Anchorage Digital; Copper; Gemini Custody,filecoin,fil,Filecoin,2280,FIL,Filecoin,filecoin,fil,Filecoin
XDC,696011699,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,,BitGo Custody; Anchorage Digital; Copper,xdce-crowd-sale,xdc,XDC Network,2634,XDC,XDC Network,xdc-network,xdc,XDC Network
APT,675711661,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,Move,US,Coinbase Custody; BitGo Custody; Copper; Anchorage Digital,aptos,apt,Aptos,21794,APT,Aptos,aptos,apt,Aptos
VET,668592923,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,Copper; BitGo Custody,vechain,vet,VeChain,3077,VET,VeChain,vechain,vet,VeChain
MORPHO,580203939,Decentralized Finance,Lending & Borrowing,Crypto Based Lending Platforms,Application,,,Ethereum,,Coinbase Custody; Anchorage Digital,morpho,morpho,Morpho,34104,MORPHO,Morpho,morpho,morpho,Morpho
ARB,563216037,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 2,Optimistic Rollup,Arbitrum,,Copper; Anchorage Digital; Coinbase Custody; Gemini Custody; BitGo Custody,arbitrum,arb,Arbitrum,11841,ARB,Arbitrum,arbitrum,arb,Arbitrum
NEXO,557789417,Centralized Finance,Exchange,,Application,,,,,BitGo Custody,nexo,nexo,NEXO,2694,NEXO,Nexo,nexo,nexo,Nexo
BONK,551029002,Meme,,,Application,,,Solana,,Coinbase Custody; Anchorage Digital; Gemini Custody,bonk,bonk,Bonk,23095,BONK,Bonk,bonk1,bonk,Bonk
JUP,506420086,Decentralized Finance,Trading Platforms,Diversified/Other Trading Platforms,Application,,,Solana,,Coinbase Custody; BitGo Custody; Anchorage Digital,jupiter-exchange-solana,jup,Jupiter,29210,JUP,Jupiter,jupiter-ag,jup,Jupiter
PIPPIN,492773094,Blockchain Utilities & Tools,AI Agents,AI Agent,Application,,,Solana,,,pippin,pippin,pippin,35053,PIPPIN,pippin,pippin,pippin,pippin
KITE,486607094,Currency Networks,Settlement Network,,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,Coinbase Custody,kite-2,kite,Kite,38828,KITE,Kite,kite,kite,Kite
SEI,475501287,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,,BitGo Custody; Coinbase Custody; Anchorage Digital,sei-network,sei,Sei,23149,SEI,Sei,sei,sei,Sei
FTN,474375102,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,,,fasttoken,ftn,Fasttoken,22615,FTN,Fasttoken,fasttoken,ftn,Fasttoken
STX,456458167,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 2,Hybrid / Other (Non-Ethereum Layer 2),Bitcoin,US,BitGo Custody; Copper; Anchorage Digital; Coinbase Custody,blockstack,stx,Stacks,4847,STX,Stacks,stacks,stx,Stacks
PENGU,431303260,Meme,,,Application,,,Solana,US,Copper; BitGo Custody; Anchorage Digital; Gemini Custody,pudgy-penguins,pengu,Pudgy Penguins,34466,PENGU,Pudgy Penguins,pudgy-penguins,pengu,Pudgy Penguins
VIRTUAL,424187922,Blockchain Utilities & Tools,Developer Tools,Artificial Intelligence (Developer Tools),Application,,,Base,,Anchorage Digital; BitGo Custody,virtual-protocol,virtual,Virtuals Protocol,29420,VIRTUAL,Virtuals Protocol,virtual-protocol,virtual,Virtuals Protocol
CAKE,420501707,Decentralized Finance,Trading Platforms,Diversified/Other Trading Platforms,Application,,,BNB,,BitGo Custody; Anchorage Digital,pancakeswap-token,cake,PancakeSwap,7186,CAKE,PancakeSwap,pancakeswap,cake,PancakeSwap
XTZ,415927977,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,US,Coinbase Custody,tezos,xtz,Tezos,2011,XTZ,Tezos,tezos,xtz,Tezos
CHZ,396733505,"Media, Arts & Entertainment",Fan Tokens & Collectibles,,Blockchain Network,Layer 1,PoS,,,BitGo Custody; Coinbase Custody; Gemini Custody; Zodia; Anchorage Digital,chiliz,chz,Chiliz,4066,CHZ,Chiliz,chiliz,chz,Chiliz
IP,386041061,Blockchain Utilities & Tools,Identity & Authentication,,Blockchain Network,Layer 1,PoS,Cosmos,,Coinbase Custody; BitGo Custody,story-2,ip,Story,35626,IP,Story,story-protocol,ip,Story
FET,378583612,Decentralized Physical Infrastructure,Computation,Artificial Intelligence (DePIN),Blockchain Network,Layer 1,PoS,,,BitGo Custody; Coinbase Custody; Anchorage Digital; Gemini Custody,fetch-ai,fet,Artificial Superintelligence Alliance,3773,FET,Artificial Superintelligence Alliance,artificial-superintelligence-alliance,fet,Artificial Superintelligence Alliance
JST,377843534,Decentralized Finance,Lending & Borrowing,Crypto Based Lending Platforms,Application,,,Tron,,,just,jst,JUST,5488,JST,JUST,just,jst,JUST
LIT,368618137,Decentralized Finance,Trading Platforms,Diversified/Other Trading Platforms,Blockchain Network,Layer 2,ZK Rollup,Ethereum,,,lighter,lit,Lighter,39125,LIT,Lighter,lighter,lit_lighter,Lighter
CRV,357445928,Decentralized Finance,Trading Platforms,Spot / Swaps,Application,,,Ethereum,,Gemini Custody; Coinbase Custody; Anchorage Digital; BitGo Custody,curve-dao-token,crv,Curve DAO,6538,CRV,Curve DAO Token,curve-dao-token,crv,Curve DAO Token
ETHFI,344017970,Decentralized Finance,Managed Yield Services,Liquid Staking,Application,,,Ethereum,,Anchorage Digital; BitGo Custody,ether-fi,ethfi,Ether.fi,29814,ETHFI,ether.fi,ether-fi-ethfi,ethfi,ether.fi
NFT,342977700,Decentralized Finance,Trading Platforms,NFT Marketplaces,Application,,,Tron,,,apenft,nft,AINFT,9816,NFT,AINFT,apenft,nft,APENFT
KAIA,341884194,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,,,kaia,kaia,Kaia,32880,KAIA,Kaia,kaia,kaia,Kaia
BTT,336882731,Decentralized Physical Infrastructure,Storage,P2P Hosting,Blockchain Network,Sidechain,Other (Sidechain),,,BitGo Custody,bittorrent,btt,BitTorrent,16086,BTT,BitTorrent [New],bittorrent-new,bttc,BitTorrent (new)
INJ,325518905,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,Cosmos,US,BitGo Custody; Gemini Custody; Copper; Coinbase Custody,injective-protocol,inj,Injective,7226,INJ,Injective,injective,inj,Injective
SUN,325264905,Meme,,,Application,,,Tron,,BitGo Custody,sun-token,sun,Sun Token,10529,SUN,Sun [New],sun-token,sun,Sun Token
SPX,317339212,Meme,,,Application,,,,,BitGo Custody; Anchorage Digital,spx6900,spx,SPX6900,28081,SPX,SPX6900,spx6900,spx,SPX6900
GNO,312534317,Blockchain Utilities & Tools,Developer Tools,,Blockchain Network,Sidechain,Ethereum Sidechain,,,BitGo Custody; Coinbase Custody; Anchorage Digital,gnosis,gno,Gnosis,1659,GNO,Gnosis,gnosis-gno,gno,Gnosis
PYTH,306239006,Decentralized Finance,DeFi Infrastructure & Data,Oracles,Blockchain Network,Layer 0,,Solana,,BitGo Custody; Gemini Custody; Zodia; Anchorage Digital; Coinbase Custody,pyth-network,pyth,Pyth Network,28177,PYTH,Pyth Network,pyth-network,pyth,Pyth Network
ZRO,301952706,Blockchain Utilities & Tools,Interoperability,,Application,,,,,Coinbase Custody,layerzero,zro,LayerZero,26997,ZRO,LayerZero,layerzero,zro,LayerZero
H,301139273,Blockchain Utilities & Tools,Identity & Authentication,,Blockchain Network,Layer 2,ZK Rollup,,,,humanity,h,Humanity,36922,H,Humanity Protocol,humanity-protocol,h,Humanity
IOTA,295050450,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,Zodia; BitGo Custody,iota,iota,IOTA,1720,IOTA,IOTA,iota,miota,IOTA
AERO,293895838,Decentralized Finance,Trading Platforms,Spot / Swaps,Application,,,Base,,Coinbase Custody,aerodrome-finance,aero,Aerodrome Finance,29270,AERO,Aerodrome Finance,aerodrome-finance,aero,Aerodrome Finance
FLOKI,291120512,Meme,,,Application,,,,,BitGo Custody; Anchorage Digital,floki,floki,FLOKI,10804,FLOKI,FLOKI,floki-inu,floki,FLOKI
GRT,286470342,Blockchain Utilities & Tools,Data & Analytics Providers,Data Indexing and Analysis,Application,,,,,BitGo Custody; Gemini Custody; Coinbase Custody; Anchorage Digital,the-graph,grt,The Graph,6719,GRT,The Graph,the-graph,grt,The Graph
TIA,285666387,Blockchain Utilities & Tools,Scalability & Performance,,Blockchain Network,Layer 1,PoS,Cosmos,,BitGo Custody; Coinbase Custody; Anchorage Digital,celestia,tia,Celestia,22861,TIA,Celestia,celestia,tia,Celestia
JASMY,284856233,Blockchain Utilities & Tools,Data & Analytics Providers,Data Indexing and Analysis,Application,,,Ethereum,,BitGo Custody; Anchorage Digital; Coinbase Custody,jasmycoin,jasmy,JasmyCoin,8425,JASMY,JasmyCoin,jasmy,jasmy,JasmyCoin
LDO,278739063,Decentralized Finance,Managed Yield Services,Liquid Staking,Application,,,Ethereum,,Anchorage Digital; BitGo Custody; Gemini Custody; Coinbase Custody,lido-dao,ldo,Lido DAO,8000,LDO,Lido DAO,lido-dao,ldo,Lido DAO
OP,276846556,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 2,Optimistic Rollup,Optimism,US,Coinbase Custody; Gemini Custody; Copper,optimism,op,Optimism,11840,OP,Optimism,optimism-ethereum,op,Optimism
OHM,272870691,Decentralized Finance,Lending & Borrowing,Crypto Based Lending Platforms,Application,,,Ethereum,,,olympus,ohm,Olympus,9067,OHM,Olympus v2,olympus,ohm_2,Olympus v2
HNT,270222437,Decentralized Physical Infrastructure,Sensor Networks,Wireless,Application,,,Solana,US,Anchorage Digital; Coinbase Custody; Gemini Custody,helium,hnt,Helium,5665,HNT,Helium,helium,hnt,Helium
TEL,268687353,Centralized Finance,Payment Solution & On-ramp / Off-ramp,,Application,,,,US,Anchorage Digital; BitGo Custody; Coinbase Custody,telcoin,tel,Telcoin,2394,TEL,Telcoin,telcoin,tel,Telcoin
CFX,267412794,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,Hybrid / Other (Layer 1),,,BitGo Custody,conflux-token,cfx,Conflux,7334,CFX,Conflux,conflux-network,cfx,Conflux
MYX,258186309,Decentralized Finance,Trading Platforms,Derivatives,Application,,,BNB,,Anchorage Digital,myx-finance,myx,MYX Finance,36410,MYX,MYX Finance,myx-finance,myx,MYX Finance
STRK,253003699,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 2,ZK Rollup,,,BitGo Custody; Anchorage Digital; Coinbase Custody,starknet,strk,Starknet,22691,STRK,Starknet,starknet-token,strk,Starknet
ENS,252563104,Blockchain Utilities & Tools,Identity & Authentication,,Application,,,Ethereum,,Anchorage Digital; Coinbase Custody; BitGo Custody; Zodia,ethereum-name-service,ens,Ethereum Name Service,13855,ENS,Ethereum Name Service,ethereum-name-service,ens,Ethereum Name Service
2Z,251846536,Decentralized Physical Infrastructure,Other (DePIN),,Blockchain Network,Specialized Utility Layer,,Solana,,Coinbase Custody; BitGo Custody,doublezero,2z,DoubleZero,38515,2Z,DoubleZero,doublezero,2z,DoubleZero
NEW,249552579,"Media, Arts & Entertainment","Other (Media, Arts & Entertainment)",,Blockchain Network,Layer 1,PoS,,,,newton-project,ab,AB,3871,AB,AB,newton,new,Newton
ULTIMA,227351205,Centralized Finance,Payment Solution & On-ramp / Off-ramp,,Application,,,,,,ultima,ultima,Ultima,28293,ULTIMA,Ultima,ultima,ultima,Ultima
TWT,224552732,Blockchain Utilities & Tools,Wallets,,Application,,,,,Anchorage Digital; BitGo Custody,trust-wallet-token,twt,Trust Wallet,5964,TWT,Trust Wallet Token,trust-wallet-token,twt,Trust Wallet Token
SAND,224116303,"Media, Arts & Entertainment",Metaverse,,Application,,,Ethereum,,Anchorage Digital; BitGo Custody; Gemini Custody; Coinbase Custody; Zodia,the-sandbox,sand,The Sandbox,6210,SAND,The Sandbox,the-sandbox,sand,The Sandbox
MON,223812685,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,,,Anchorage Digital; BitGo Custody,monad,mon,Monad,30495,MON,Monad,monad,mon_monad,Monad
WIF,220286121,Meme,,,Application,,,Solana,,Gemini Custody; Anchorage Digital; BitGo Custody; Coinbase Custody,dogwifcoin,wif,dogwifhat,28752,WIF,dogwifhat,dogwifhat,wif,dogwifhat
AXS,220256535,"Media, Arts & Entertainment",Gaming,Games,Application,,,,,Coinbase Custody; Anchorage Digital; Gemini Custody; Zodia; BitGo Custody,axie-infinity,axs,Axie Infinity,6783,AXS,Axie Infinity,axie-infinity,axs,Axie Infinity
VVV,205411999,Blockchain Utilities & Tools,AI Platforms,AI Platform,Application,,,Base,,,venice-token,vvv,Venice Token,35509,VVV,Venice Token,venice-token,vvv,Venice Token
ZBCN,203981721,Currency Networks,Settlement Network,,Application,,,Solana,,,zebec-network,zbcn,Zebec Network,30636,ZBCN,Zebec Network,zebec-network,zbcn,Zebec Network
PENDLE,197986097,Decentralized Finance,Managed Yield Services,Vaults,Application,,,Ethereum,,Anchorage Digital; BitGo Custody,pendle,pendle,Pendle,9481,PENDLE,Pendle,pendle,pendle,Pendle
BORG,193360129,Centralized Finance,Exchange,,Application,,,,,BitGo Custody,swissborg,borg,SwissBorg,2499,BORG,SwissBorg,swissborg,borg,SwissBorg
THETA,192643139,Decentralized Physical Infrastructure,Computation,Specific Purpose Compute,Blockchain Network,Layer 1,PoS,,US,,theta-token,theta,Theta Network,2416,THETA,Theta Network,theta-network,theta,Theta Network
NEO,191680661,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 1,PoS,Neo,,,neo,neo,NEO,1376,NEO,Neo,neo,neo,Neo
CVX,190991809,Decentralized Finance,Managed Yield Services,Vaults,Application,,,,,Anchorage Digital; BitGo Custody,convex-finance,cvx,Convex Finance,9903,CVX,Convex Finance,convex-finance,cvx,Convex Finance
MANA,190892819,"Media, Arts & Entertainment",Metaverse,,Application,,,Ethereum,,Gemini Custody; Anchorage Digital; Zodia; Coinbase Custody; BitGo Custody,decentraland,mana,Decentraland,1966,MANA,Decentraland,decentraland,mana,Decentraland
XCN,188940307,Blockchain Utilities & Tools,Developer Tools,,Blockchain Network,Layer 3,Optimistic Rollup,Ethereum,,Coinbase Custody; Anchorage Digital; BitGo Custody,chain-2,xcn,Onyxcoin,18679,XCN,Onyxcoin,onyxcoin,xcn,Onyxcoin
VSN,188131749,Blockchain Utilities & Tools,Wallets,,Application,,,,,,vision-3,vsn,Vision,37322,VSN,Vision,vision-token,vsn,Vision
FF,185709895,Decentralized Finance,Asset Origination and Issuance,Stablecoin System,Application,,,Ethereum,,,falcon-finance-ff,ff,Falcon Finance,38482,FF,Falcon Finance,falcon-finance-ff,ff,Falcon Finance
ZK,184732039,General Purpose Blockchain Networks,Smart Contract Platforms,,Blockchain Network,Layer 2,ZK Rollup,,,Coinbase Custody; Anchorage Digital,zksync,zk,ZKsync,24091,ZK,ZKsync,zksync,zk,ZKsync
FARTCOIN,184026857,Meme,,,Application,,,Solana,,Anchorage Digital; Copper; BitGo Custody,fartcoin,fartcoin,Fartcoin,33597,FARTCOIN,Fartcoin,fartcoin,fartcoin,Fartcoin
